name,death_cause,date,agency_name,state,state_name
Deputy Sheriff Dale Conway Stiles,Gunfire,1987-01-13,Pecos County Sheriff's Department,TX,Texas
Deputy Marshal Richard C. White,Vehicular assault,1987-01-14,Colorado City Police Department,AZ,Arizona
Police Officer Robert Louis Smith,Gunfire,1987-01-15,Charlotte Police Department,NC,North Carolina
"Trooper Alexander McKie Cochran, III",Gunfire,1987-01-15,Virginia State Police,VA,Virginia
Police Chief David Coty Williams,Assault,1987-01-17,Ryan Police Department,OK,Oklahoma
Police Officer Jeffrey Manning Phegley,Gunfire,1987-01-21,Morrow Police Department,OH,Ohio
Ranger Stanley Keith Guffey,Gunfire,1987-01-22,Texas Department of Public Safety - Texas Rangers,TX,Texas
"Police Officer Michael ""Mickey"" Reidy",Gunfire,1987-01-23,New York City Police Department,NY,New York
Deputy Sheriff Charles Robert Anderson,Gunfire,1987-01-24,Los Angeles County Sheriff's Department,CA,California
Policeman Roberto R. Padro,Struck by vehicle,1987-01-25,Puerto Rico Police Department,PR,Puerto Rico
Deputy Sheriff James Eugene Stoltenow,Struck by vehicle,1987-01-27,Shawano County Sheriff's Department,WI,Wisconsin
"Sergeant Kenneth John Koeller, Jr.",Gunfire,1987-01-28,Jennings Police Department,MO,Missouri
Chief of Police James H. Collins,Heart attack,1987-01-30,Hanover Police Department,NH,New Hampshire
Deputy Sheriff Bruce Williford,Gunfire,1987-02-02,Richmond County Sheriff's Office,GA,Georgia
Deputy Sheriff Haskell Junior McCoy,Automobile accident,1987-02-02,Harris County Sheriff's Office,TX,Texas
Sergeant Willie Donald Cameron,Gunfire,1987-02-06,Atlanta Police Department,GA,Georgia
Trooper Russell W. Harper,Gunfire,1987-02-08,Missouri State Highway Patrol,MO,Missouri
Deputy Sheriff Steven Garibay,Automobile accident,1987-02-10,Mohave County Sheriff's Office,AZ,Arizona
Deputy Sheriff David R. Clark,Gunfire,1987-02-11,Onondaga County Sheriff's Department,NY,New York
Sergeant Robbin B. Best,Heart attack,1987-02-13,Spokane Police Department,WA,Washington
Corporal Henry C. Bruns,Automobile accident,1987-02-16,Missouri State Highway Patrol,MO,Missouri
"Police Officer Howard J. Kline, Jr.",Other,1987-02-19,Milltown Police Department,NJ,New Jersey
Officer John Arthur Carrillo,Gunfire,1987-02-22,Albuquerque Police Department,NM,New Mexico
Officer Jeffrey Norman Ritchey,Motorcycle accident,1987-02-23,Jacksonville Sheriff's Office,FL,Florida
Sergeant Robert L. Elliott,Gunfire,1987-02-25,Miami County Sheriff's Department,OH,Ohio
Sergeant Theodore Moos,Struck by vehicle,1987-02-27,New Jersey State Police,NJ,New Jersey
Trooper James S. Gain,Struck by vehicle,1987-03-02,Washington State Patrol,WA,Washington
"Officer Manuel Lopez, Jr.",Other,1987-03-03,Sunnyvale Department of Public Safety,CA,California
Deputy Sheriff James Chiverton,Automobile accident,1987-03-03,Livingston County Sheriff's Department,NY,New York
Officer John William Libolt,Other,1987-03-10,Costa Mesa Police Department,CA,California
Police Officer James David Ketchum,Other,1987-03-10,Costa Mesa Police Department,CA,California
Trooper First Class John Edward Sawa,Automobile accident,1987-03-10,Maryland State Police,MD,Maryland
Trooper Larry Eugene Small,Automobile accident,1987-03-10,Maryland State Police,MD,Maryland
"Detective Louis L. Miller, Jr.",Gunfire,1987-03-11,New York City Police Department,NY,New York
Deputy Sheriff Craig Douglas Dodge,Gunfire,1987-03-14,Lancaster County Sheriff's Department,NE,Nebraska
Special Agent Waymon Dee Allen,Gunfire (Accidental),1987-03-15,Polk County Sheriff's Office,FL,Florida
Police Officer Roosevelt Ferrell,Gunfire,1987-03-16,Compton Unified School District Police Department,CA,California
Trooper Harry Lee Henderson,Struck by vehicle,1987-03-17,Virginia State Police,VA,Virginia
Police Officer John Henry Kerr,Vehicle pursuit,1987-03-18,Picher Police Department,OK,Oklahoma
Conservation Officer Robert C. Banker,Gunfire,1987-03-19,Kentucky Department of Fish and Wildlife Resources,KY,Kentucky
Correctional Officer Josephine Birdene McCallum,Assault,1987-03-24,Michigan Department of Corrections,MI,Michigan
Officer Benjamin Warren Worcester,Other,1987-03-25,Hayward Police Department,CA,California
Police Officer Dennis J. Gorlewski,Motorcycle accident,1987-03-25,Milwaukee Police Department,WI,Wisconsin
Trooper Stephen G. Rouse,Automobile accident,1987-03-28,Florida Highway Patrol,FL,Florida
Detective Lynn Russell Sutter,Gunfire (Accidental),1987-03-28,Bethel Park Police Department,PA,Pennsylvania
Chief Deputy Sheriff Melvin Kenneth Drum,Gunfire,1987-03-28,Ochiltree County Sheriff's Department,TX,Texas
"Captain Otis Grier, Sr.",Automobile accident,1987-04-02,Greenwood County Sheriff's Office,SC,South Carolina
Lieutenant Joseph Ralph Silva,Assault,1987-04-03,New Mexico Corrections Department,NM,New Mexico
Officer Michael Allen Brandt,Vehicle pursuit,1987-04-06,California Highway Patrol,CA,California
Police Officer Guy J. Barringer,Heart attack,1987-04-10,Albany Police Department,NY,New York
Officer Maria Michelle Groves,Vehicular assault,1987-04-10,Houston Police Department,TX,Texas
Deputy Sheriff Keith B. Farley,Automobile accident,1987-04-12,San Bernardino County Sheriff's Department,CA,California
Officer Daniel Scott Wasson,Gunfire,1987-04-12,Milford Police Department,CT,Connecticut
Trooper David Bruce Ladner,Gunfire,1987-04-12,Mississippi Department of Public Safety - Highway Patrol,MS,Mississippi
Sergeant John Edward Hatfull,Gunfire,1987-04-13,Indiana State Police,IN,Indiana
"Trooper Robert Paul Perry, Jr.",Vehicle pursuit,1987-04-15,South Carolina Highway Patrol,SC,South Carolina
Police Officer Clifford William George,Gunfire,1987-04-16,Cincinnati Police Department,OH,Ohio
Deputy Sheriff Thomas Robert Farrell,Heart attack,1987-04-22,Tillamook County Sheriff's Office,OR,Oregon
Officer Gerald Douglas Johnson,Gunfire,1987-04-23,Palm Bay Police Department,FL,Florida
Officer Ronald Midgley Grogan,Gunfire,1987-04-23,Palm Bay Police Department,FL,Florida
Deputy Sheriff Donald Ray Hayes,Gunfire,1987-05-03,Marion County Sheriff's Department,SC,South Carolina
"Deputy Sheriff Frederick Thomas Clark, Sr.",Automobile accident,1987-05-07,Hillsborough County Sheriff's Office,FL,Florida
Deputy Sheriff Donna Marie Miller,Automobile accident,1987-05-08,Hillsborough County Sheriff's Office,FL,Florida
Officer Jeffery Lee Bull,Vehicle pursuit,1987-05-09,Lebanon Police Department,ME,Maine
"Lieutenant Walter Lee Harden, Sr.",Automobile accident,1987-05-11,Macon Police Department,GA,Georgia
Police Officer Roger A. Sterling,Vehicle pursuit,1987-05-11,Milwaukee Police Department,WI,Wisconsin
Patrolman William F. Brey,Other,1987-05-15,Pennsauken Police Department,NJ,New Jersey
Officer Robert Remington,Gunfire,1987-05-19,Metropolitan Police Department,DC,District of Columbia
Police Officer Richard Fickeisen,Gunfire,1987-06-01,Columbus Division of Police,OH,Ohio
Police Officer Randol L. Marshall,Motorcycle accident,1987-06-02,Los Angeles Police Department,CA,California
Patrolman James Edward Wier,Gunfire,1987-06-03,Denver Police Department,CO,Colorado
"Deputy Sheriff Harold E. Vanderoef, Jr.",Struck by vehicle,1987-06-04,Suffolk County Sheriff's Office,NY,New York
Patrol Officer John Jerome Stoll,Automobile accident,1987-06-07,South Milwaukee Police Department,WI,Wisconsin
Corporal Ronald A. Parker,Heart attack,1987-06-08,Port of Seattle Police Department,WA,Washington
Trooper Robert G. Dunning,Gunfire,1987-06-14,New York State Police,NY,New York
Detective Sergeant William J. Chenard,Heart attack,1987-06-14,Vermont State Police,VT,Vermont
Officer David Nicholas Ronk,Gunfire,1987-06-15,Honolulu Police Department,HI,Hawaii
Correctional Officer Douglas W. Mashburn,Other,1987-06-16,Guam Department of Corrections,GU,Guam
Deputy Sheriff Stephen Paul Miller,Other,1987-06-17,Jefferson County Sheriff's Office,CO,Colorado
Police Officer Richard L. Fortin,Other,1987-06-19,Detroit Police Department,MI,Michigan
Detective Gerard W. Traynor,Heart attack,1987-06-21,Philadelphia Police Department,PA,Pennsylvania
Police Officer III James H. Pagliotti,Gunfire,1987-06-22,Los Angeles Police Department,CA,California
Patrol Officer Robert A. Medina,Automobile accident,1987-06-24,National City Police Department,CA,California
Correctional Officer Fred Sidney Griffis,Gunfire,1987-06-24,Florida Department of Corrections,FL,Florida
Sergeant Walter Kevin Artz,Gunfire,1987-07-01,Vigo County Sheriff's Office,IN,Indiana
Lieutenant Gerry Lanell Ivie,Gunfire (Accidental),1987-07-02,Duchesne County Sheriff's Department,UT,Utah
Sergeant Ronald D. Slockett,Gunfire,1987-07-04,Sugar Land Police Department,TX,Texas
Sergeant Ira Parker,Gunfire,1987-07-09,Inkster Police Department,MI,Michigan
Patrol Officer Clay Hoover,Gunfire,1987-07-09,Inkster Police Department,MI,Michigan
Patrol Officer Daniel John Dubiel,Gunfire,1987-07-09,Inkster Police Department,MI,Michigan
Police Officer George Scheu,Gunfire,1987-07-16,New York City Police Department,NY,New York
Jailer Wesley Scott Alford,Gunfire,1987-07-19,Grimes County Sheriff's Office,TX,Texas
Deputy Sheriff Benito Eduardo Bravo,Automobile accident,1987-07-21,Hidalgo County Sheriff's Office,TX,Texas
Sergeant Alberto Alvarado-Velez,Gunfire,1987-07-22,Puerto Rico Police Department,PR,Puerto Rico
Trooper Clifford R. Hansell,Automobile accident,1987-07-22,Washington State Patrol,WA,Washington
Trooper James E. Boland,Vehicular assault,1987-07-26,Michigan State Police,MI,Michigan
Sheriff Charles Albert LaRew,Gunfire,1987-07-26,Cedar County Sheriff's Office,MO,Missouri
Sergeant George S. Covert,Automobile accident,1987-07-30,Tolleson Police Department,AZ,Arizona
Trooper William Howard Phillips,Automobile accident,1987-07-30,West Virginia State Police,WV,West Virginia
"Deputy Sheriff Charles Lee ""Matt"" Dillon",Automobile accident,1987-08-13,Comanche County Sheriff's Office,OK,Oklahoma
Deputy Robert S. Insalaco,Gunfire,1987-08-13,Erie County Sheriff's Office,NY,New York
Trooper Clinton Wayne Crawford,Struck by vehicle,1987-08-17,Pennsylvania State Police,PA,Pennsylvania
Trooper Jeffrey Dale Young,Gunfire,1987-08-18,Florida Highway Patrol,FL,Florida
Police Officer Myron Parker,Vehicular assault,1987-08-20,New York City Police Department,NY,New York
Police Officer Thomas Michael Phillips,Vehicular assault,1987-08-28,New Orleans Police Department,LA,Louisiana
Superintendent Robert L. Taylor,Assault,1987-09-03,Illinois Department of Corrections,IL,Illinois
"Police Officer William M. Morrison, Jr.",Vehicular assault,1987-09-04,Chicago Police Department,IL,Illinois
Deputy Sheriff Daniel Ralph Stillwell,Gunfire,1987-09-06,Denver Sheriff's Department,CO,Colorado
Sergeant Joseph Daniel Bock,Gunfire,1987-09-09,Corpus Christi Police Department,TX,Texas
Officer Kenneth Stanley Baldwin,Gunfire,1987-09-11,Okaloosa County Airports Police Department,FL,Florida
"Chief of Police Samuel A. Johnson, Sr.",Gunfire,1987-09-11,Dexter Police Department,NY,New York
Trooper Alvin P. Kurdys,Struck by vehicle,1987-09-15,New York State Police,NY,New York
Police Officer George Todd Herring,Motorcycle accident,1987-09-19,Mountain Brook Police Department,AL,Alabama
Lieutenant John Eaton Bradshaw,Gunfire,1987-09-20,Tempe Police Department,AZ,Arizona
Agent Edward John Hockom,Gunfire,1987-09-21,Aurora Police Department,CO,Colorado
Officer Timothy Thomas Pollard,Vehicular assault,1987-09-22,Ponce Inlet Police Department,FL,Florida
Police Officer Robert Venable,Gunfire,1987-09-22,New York City Transit Police Department,NY,New York
Patrolman Paul Joseph Durkin,Gunfire,1987-09-22,Youngstown Police Department,OH,Ohio
Police Officer William D. McCarthy,Vehicular assault,1987-09-22,Philadelphia Police Department,PA,Pennsylvania
Deputy Sheriff Wade Alexander Hansen,Automobile accident,1987-09-24,Emery County Sheriff's Office,UT,Utah
Trooper Charles Andrew Fry,Vehicular assault,1987-09-26,Colorado State Patrol,CO,Colorado
Police Officer Gregory R. Edwards,Gunfire,1987-09-29,Chicago Police Department,IL,Illinois
Officer Terry Wayne Autrey,Struck by vehicle,1987-09-30,California Highway Patrol,CA,California
"Deputy Sheriff Robert Nicol, Jr.",Vehicle pursuit,1987-09-30,Brevard County Sheriff's Office,FL,Florida
Police Officer Arthur O. Jackson,Heart attack,1987-09-30,Chicago Police Department,IL,Illinois
Deputy Sheriff John Mullen Sack,Gunfire,1987-10-01,Peoria County Sheriff's Department,IL,Illinois
Deputy Sheriff Howard Edward Dutton,Gunfire,1987-10-02,Baldwin County Sheriff's Office,AL,Alabama
Police Officer John James Fitzpatrick,Vehicular assault,1987-10-09,Detroit Police Department,MI,Michigan
Deputy Dennis M. Sullivan,Automobile accident,1987-10-10,Shasta County Sheriff's Department,CA,California
Policeman Clifford Riddle,Automobile accident,1987-10-10,Tullahoma Police Department,TN,Tennessee
Trooper Elizabeth S. Cobb,Gunfire,1987-10-11,Alabama Department of Public Safety,AL,Alabama
Patrolman Lester J. Guischard,Automobile accident,1987-10-14,Buena Borough Police Department,NJ,New Jersey
Officer Bruce A. Petersen,Automobile accident,1987-10-20,Arizona Department of Public Safety,AZ,Arizona
Officer Troy Louis Barboza,Gunfire,1987-10-22,Honolulu Police Department,HI,Hawaii
"Patrolman George William Raffield, Jr",Gunfire,1987-10-23,Midlothian Police Department,TX,Texas
Patrolman Larry K. Baggett,Heart attack,1987-10-26,Owensboro Police Department,KY,Kentucky
Detective Roy Joseph Sergei,Gunfire,1987-10-26,Boston Police Department,MA,Massachusetts
Patrolman Ernest Cecil Holbert,Gunfire,1987-10-27,Cleveland Police Department,OH,Ohio
Sheriff Wally L. Larson,Automobile accident,1987-10-28,Barron County Sheriff's Department,WI,Wisconsin
"State Park Ranger II George Kowatch, III",Automobile accident,1987-11-02,California Department of Parks and Recreation,CA,California
Police Officer Andre Barksdale,Gunfire,1987-11-02,Detroit Police Department,MI,Michigan
Senior Deputy Edwin H. Arendt,Automobile accident,1987-11-03,Stearns County Sheriff's Department,MN,Minnesota
Officer Patricia E. Quinn,Other,1987-11-04,Washington Township (Gloucester County) Police Department,NJ,New Jersey
Patrolman Albert O. DeSmet,Vehicle pursuit,1987-11-05,Roseville Police Department,MI,Michigan
Policeman Robert Williams Santos-Lopez,Gunfire (Accidental),1987-11-10,Puerto Rico Police Department,PR,Puerto Rico
Patrolman Jackson Dee Elmer,Struck by vehicle,1987-11-14,Murray Police Department,UT,Utah
Deputy Sheriff William Joseph Heffernan,Gunfire,1987-11-14,Island County Sheriff's Department,WA,Washington
Deputy Sheriff John Robert Saxerud,Gunfire,1987-11-14,Island County Sheriff's Department,WA,Washington
Corporal David Bruce Pulling,Other,1987-11-18,Delaware State Police,DE,Delaware
Wildlife Officer Ray Lynn Barnes,Gunfire,1987-11-21,Florida Game and Fresh Water Fish Commission,FL,Florida
Trooper Thomas J. Consorte,Struck by vehicle,1987-11-23,New York State Police,NY,New York
Sergeant Jerry Lee Sukstorf,Heart attack,1987-11-25,North Platte Police Department,NE,Nebraska
Officer Mark Thomas Taylor,Struck by vehicle,1987-11-26,California Highway Patrol,CA,California
Sergeant Laverne Daniel Schulz,Heart attack,1987-11-27,South Miami Police Department,FL,Florida
Police Officer Linda G. Smith,Vehicle pursuit,1987-11-28,Detroit Police Department,MI,Michigan
Deputy Sheriff Ronald Edgar Unger,Heart attack,1987-11-30,Roscommon Township Police Department,MI,Michigan
Deputy Sheriff Lonny Gene Brewer,Gunfire,1987-12-05,San Diego County Sheriff's Department,CA,California
Police Officer Andy Begay,Gunfire,1987-12-05,Navajo Division of Public Safety,TR,
Police Officer Roy Lee Stanley,Gunfire,1987-12-05,Navajo Division of Public Safety,TR,
"Officer Omega Graham, Jr.",Gunfire (Accidental),1987-12-10,Fort Wayne Police Department,IN,Indiana
Officer James L. Gordon,Gunfire (Accidental),1987-12-14,Metropolitan Police Department,DC,District of Columbia
Correctional Officer Hoyt L. Ergle,Gunfire (Accidental),1987-12-15,Florida Department of Corrections,FL,Florida
Police Officer Charles Rafael Alcuri,Gunfire,1987-12-19,Ozark Police Department,AL,Alabama
Police Officer John Drew Seifert,Gunfire,1987-12-19,Ozark Police Department,AL,Alabama
Correctional Officer Jack L. Budd,Other,1987-12-27,Michigan Department of Corrections,MI,Michigan
Police Officer Janice Marlene Vanderveer,Struck by vehicle,1987-12-27,Burleson Police Department,TX,Texas
Patrol Specialist Lee R. Seward,Gunfire,1987-12-30,Chicago Police Department,IL,Illinois
Correctional Officer Jeffery B. Blakey,Assault,1988-01-05,Cook County Sheriff's Office - Department of Corrections,IL,Illinois
Detective Sergeant Mario Alberto Salas,Vehicle pursuit,1988-01-07,Del Rio Police Department,TX,Texas
Deputy Sheriff Jack B. Miller,Gunfire,1988-01-09,Los Angeles County Sheriff's Department,CA,California
Officer James Allen Joe,Gunfire,1988-01-14,Dallas Police Department,TX,Texas
Special Agent Virgil Lee Bensyl,Gunfire,1988-01-15,Illinois State Police,IL,Illinois
Deputy Sheriff Kenneth D. Nelson,Struck by vehicle,1988-01-17,Cumberland County Sheriff's Office,TN,Tennessee
Police Officer Arthur E. Ford,Heart attack,1988-01-18,Stockton Police Department,CA,California
Detective Mark Alan Bolhouse,Heart attack,1988-01-19,Fort Myers Police Department,FL,Florida
Sergeant Richard Earl Deffner,Gunfire,1988-01-21,Sacramento County Sheriff's Department,CA,California
Deputy Sheriff Mary C. Mohr,Automobile accident,1988-01-21,Vilas County Sheriff's Department,WI,Wisconsin
Officer John Glenn Chase,Gunfire,1988-01-23,Dallas Police Department,TX,Texas
Auxiliary Lieutenant Nicholas Galasso,Heart attack,1988-01-26,Larchmont Police Department,NY,New York
Lieutenant Freddie Floyd House,Gunfire,1988-01-28,Utah Department of Corrections,UT,Utah
Patrolman Jerry L. Hartless,Gunfire,1988-01-31,San Diego Police Department,CA,California
Deputy Sheriff Jack Allerton Romeis,Vehicle pursuit,1988-02-01,Alachua County Sheriff's Office,FL,Florida
Deputy Sheriff James Marshall Richardson,Heart attack,1988-02-01,Pulaski County Sheriff's Department,KY,Kentucky
Detective Terry Wayne McNett,Gunfire,1988-02-03,Sedgwick County Sheriff's Office,KS,Kansas
"Cadet W. E. Bayless, III",Heart attack,1988-02-05,North Carolina Highway Patrol,NC,North Carolina
Officer Scott Stanton Smith,Motorcycle accident,1988-02-06,Odessa Police Department,TX,Texas
Deputy Sheriff Gary Douglas Blackwood,Other,1988-02-07,Dorchester County Sheriff's Office,SC,South Carolina
Detective Robert W. Wallis,Vehicular assault,1988-02-09,Denver Police Department,CO,Colorado
Detective Thomas J. Gill,Other,1988-02-10,Boston Police Department,MA,Massachusetts
Deputy Sheriff Charles E. Lovett,Heart attack,1988-02-12,Baxter County Sheriff's Department,AR,Arkansas
Police Officer Julie A. Englehardt,Gunfire,1988-02-12,Lansing Police Department,MI,Michigan
Patrolman Wayne G. Allison,Other,1988-02-13,New Mexico State Police,NM,New Mexico
"Police Officer Andre Keith Williams, Sr.",Other,1988-02-16,Mississippi River Bridge Authority Police Department,LA,Louisiana
Chief of Police Jessie William Lundy,Gunfire (Accidental),1988-02-17,Leesville Police Department,SC,South Carolina
Detective Sherman C. Griffiths,Gunfire,1988-02-18,Boston Police Department,MA,Massachusetts
Officer Andrew Winzer,Automobile accident,1988-02-18,Houston Police Department,TX,Texas
Police Officer Edward R. Byrne,Gunfire,1988-02-26,New York City Police Department,NY,New York
Officer Gary Don McCarthy,Gunfire,1988-02-26,Dallas Police Department,TX,Texas
Lieutenant Earl James Kennicutt,Heart attack,1988-03-02,Ramsey County Sheriff's Department,MN,Minnesota
Patrolman Donald V. Deford,Heart attack,1988-03-14,Lincoln Township Police Department,MI,Michigan
"Deputy Sheriff Wayne Martin Bryant, Jr.",Gunfire,1988-03-18,Pulaski County Sheriff's Office,AR,Arkansas
Deputy Sheriff Eugene James Heimann,Gunfire,1988-03-21,Fort Bend County Sheriff's Office,TX,Texas
"Officer Paul Douglas Hulsey, Jr.",Gunfire,1988-03-22,Beaumont Police Department,TX,Texas
"Trooper Samuel F. Holcomb, Jr.",Struck by vehicle,1988-03-27,Tennessee Highway Patrol,TN,Tennessee
Sergeant George Aguilar,Gunfire,1988-03-31,Inglewood Police Department,CA,California
Police Officer Victor Estefan,Gunfire,1988-03-31,Miami Police Department,FL,Florida
Deputy Sheriff Robert J. Shaw,Heart attack,1988-04-09,Monterey County Sheriff's Department,CA,California
Trooper First Class Eric Dwight Monk,Struck by vehicle,1988-04-09,Maryland State Police,MD,Maryland
Police Officer Daniel Allen Jarema,Automobile accident,1988-04-13,Lockport Police Department,IL,Illinois
Police Officer Anthony Oswald McLean,Gunfire,1988-04-13,New York City Housing Authority Police Department,NY,New York
Patrol Officer Aubrey Eugene McCurry,Vehicular assault,1988-04-22,Myrtle Point Police Department,OR,Oregon
Sergeant John F. McCormick,Gunfire (Accidental),1988-04-27,New York City Police Department,NY,New York
"Patrolman Alton Embry, Jr.",Automobile accident,1988-05-07,Louisville Police Department,KY,Kentucky
Patrolman Stephen A. Sandlin,Gunfire,1988-05-07,Mountainair Police Department,NM,New Mexico
Patrol Officer Joseph Francis Doyle,Assault,1988-05-08,Brown University Police Department,RI,Rhode Island
Deputy Sheriff Bobby Earl Raulston,Other,1988-05-09,Dale County Sheriff's Office,AL,Alabama
Trooper John A. Andrulewicz,Automobile accident,1988-05-09,Pennsylvania State Police,PA,Pennsylvania
Police Officer Steven Lee Ticer,Vehicular assault,1988-05-12,Florence Police Department,AL,Alabama
Police Officer Helen P. Cardwell,Automobile accident,1988-05-19,Chicago Police Department,IL,Illinois
Group Supervisor Leslie Martin Macarro,Struck by vehicle,1988-05-20,California Department of the Youth Authority,CA,California
Police Officer John W. Mathews,Assault,1988-05-21,Chicago Police Department,IL,Illinois
Police Officer Kenneth L. Collings,Gunfire,1988-05-27,Phoenix Police Department,AZ,Arizona
Chief of Police Ferman Raines,Automobile accident,1988-05-29,Waynesville Police Department,MO,Missouri
Patrolman Brian Jeffery Tunnell,Gunfire,1988-06-05,Miami Police Department,OK,Oklahoma
Police Officer James C. Beyea,Gunfire,1988-06-07,Los Angeles Police Department,CA,California
Sergeant Francis Leo Yates,Heart attack,1988-06-08,Charles County Sheriff's Office,MD,Maryland
Corporal James A. Ross,Gunfire,1988-06-10,Mammoth Police Department,AZ,Arizona
Officer Charles David Stegall,Vehicular assault,1988-06-14,Baton Rouge City Police Department,LA,Louisiana
Police Officer Gary L. Peaco,Automobile accident,1988-06-16,New York City Housing Authority Police Department,NY,New York
Deputy Sheriff Jeffery Mark Gathings,Gunfire,1988-06-19,West Carroll Parish Sheriff's Office,LA,Louisiana
Police Officer William Don Craig,Vehicular assault,1988-06-21,Miami Police Department,FL,Florida
Sergeant Warren Joseph Broussard,Gunfire,1988-06-21,Baton Rouge City Police Department,LA,Louisiana
Corrections Officer Lyle Herman,Assault,1988-06-22,California Department of Corrections and Rehabilitation,CA,California
Officer Joel Michael Davis,Gunfire,1988-06-22,East Palo Alto Police Department,CA,California
Officer Edward A. Rebel,Gunfire,1988-06-28,Arizona Department of Public Safety,AZ,Arizona
Detective James David Mandrell,Gunfire,1988-06-28,Sumner County Sheriff's Department,TN,Tennessee
Deputy Vernon P. Marconnet,Gunfire,1988-06-30,Maricopa County Sheriff's Office,AZ,Arizona
Police Officer Scott Richard Rakow,Gunfire,1988-06-30,Miami Beach Police Department,FL,Florida
"Trooper Wilson A. Atkins, Jr.",Struck by vehicle,1988-07-03,Arkansas State Police,AR,Arkansas
"Police Officer Herbert Lee Evans, Jr.",Gunfire (Accidental),1988-07-03,Augusta Police Department,GA,Georgia
Chief of Police Gregory Lynn Lange,Gunfire,1988-07-05,Claremont Police Department,MN,Minnesota
Patrolman Edwyn Joseph Gorrell,Gunfire,1988-07-05,San Antonio Police Department,TX,Texas
Senior Court Clerk Alphonso B. Deal,Gunfire,1988-07-07,New York State Office of Court Administration,NY,New York
Police Officer Ernest Kearns Ponce de Leon,Gunfire,1988-07-08,Tallahassee Police Department,FL,Florida
Sergeant Thomas Arlen Richmond,Gunfire,1988-07-13,Mesilla Marshal's Office,NM,New Mexico
Officer Elston Morris Howard,Gunfire,1988-07-20,Houston Police Department,TX,Texas
Chief of Police William R. Davies,Automobile accident,1988-07-21,Grottoes Police Department,VA,Virginia
Trooper Michael L. Martin,Vehicle pursuit,1988-07-22,North Carolina Highway Patrol,NC,North Carolina
Police Officer David R. Payne,Gunfire,1988-07-23,Lewiston Police Department,ME,Maine
"Sergeant John David Conner, III",Gunfire,1988-07-24,Manassas Police Department,VA,Virginia
Deputy Sheriff Clark Harold Henry,Automobile accident,1988-07-25,Harris County Sheriff's Office,TX,Texas
"Town Marshal Bobby R. Moore, Sr.",Gunfire,1988-07-26,Fremont Police Department,IN,Indiana
Corporal David Wayne Moss,Gunfire,1988-07-30,Williston Police Department,FL,Florida
Officer James William Bloesch,Gunfire (Accidental),1988-08-02,San Francisco Police Department,CA,California
Deputy Sheriff Donald Francis Reimann,Heart attack,1988-08-02,Carver County Sheriff's Department,MN,Minnesota
Officer Walter Leon Williams,Gunfire,1988-08-02,Dallas Police Department,TX,Texas
Trooper Wendy G. Everett,Struck by vehicle,1988-08-05,Ohio State Highway Patrol,OH,Ohio
Patrolman Jack G. Martin,Heart attack,1988-08-09,Lynden Police Department,WA,Washington
Sergeant Joe F. Gurney,Other,1988-08-12,Texas Department of Criminal Justice,TX,Texas
Police Officer Joseph Galapo,Gunfire (Accidental),1988-08-16,New York City Police Department,NY,New York
Reserve Deputy Sheriff John Wesley Wright,Gunfire (Accidental),1988-08-16,Hawkins County Sheriff's Department,TN,Tennessee
Trooper Jacqueline Vernon,Struck by vehicle,1988-08-16,Virginia State Police,VA,Virginia
Deputy Sheriff Tim Hudson,Gunfire,1988-08-20,Pecos County Sheriff's Department,TX,Texas
Police Officer Brian Heywood Chappell,Gunfire,1988-08-22,West Palm Beach Police Department,FL,Florida
"Police Officer Edward William Clavell, Jr.",Automobile accident,1988-08-23,Seal Beach Police Department,CA,California
Officer Matt John Faber,Gunfire,1988-08-23,Indianapolis Police Department,IN,Indiana
Police Officer Gregory Lavance Davis,Gunfire,1988-08-26,Atlanta Police Department,GA,Georgia
Special Agent Robert M. Kirk,Gunfire,1988-08-29,Georgia Bureau of Investigation,GA,Georgia
Sergeant Mark Kevin Murphy,Gunfire (Accidental),1988-09-01,Prince George's County Police Department,MD,Maryland
Police Officer Daniel Alan Pratt,Gunfire,1988-09-03,Los Angeles Police Department,CA,California
Deputy Sheriff Kathleen Angie Briscoe,Gunfire (Accidental),1988-09-07,Jefferson Parish Sheriff's Office,LA,Louisiana
Officer Robert Lee Wirht,Vehicle pursuit,1988-09-08,San Jose Police Department,CA,California
Sergeant Richard J. Lawrence,Heart attack,1988-09-09,LaPorte Police Department,IN,Indiana
Patrolman Thomas A. Noonan,Automobile accident,1988-09-10,Highland Heights Police Department,KY,Kentucky
Officer Roderick Henry,Other,1988-09-14,Warm Springs Tribal Police Department,TR,
Lieutenant Charles Andrew Cooper,Heart attack,1988-09-15,Florida Department of Corrections,FL,Florida
Patrolman Douglas H. Pyle,Motorcycle accident,1988-09-15,Parkesburg Borough Police Department,PA,Pennsylvania
Deputy Sheriff Donald Lawrence Cokeroft,Automobile accident,1988-09-17,Jefferson County Sheriff's Office,AL,Alabama
Patrol Officer Andrew C. Robinson,Struck by vehicle,1988-09-17,Arcola Police Department,MS,Mississippi
Sheriff Lonnie Loyal Miller,Automobile accident,1988-09-17,Wheeler County Sheriff's Office,TX,Texas
Sergeant Jody Benjamin Sadek,Motorcycle accident,1988-09-20,Hendersonville Police Department,TN,Tennessee
Trooper Robert J. Kolilis,Struck by vehicle,1988-09-21,Missouri State Highway Patrol,MO,Missouri
Chief of Police Robert L. Brown,Heart attack,1988-09-21,Cuyahoga Community College Police Department,OH,Ohio
